origin,destination,carrier,month,day_of_week,port_congestion,weather_severity,is_holiday_season,is_monsoon,base_transit_days,delay_days
Shanghai,Kolkata,cma_cgm,12,0,0.832,0.918,1,0,16,5.5
Singapore,Chennai,maersk,11,0,0.014,0.323,1,0,10,3.8
Singapore,Chennai,maersk,6,5,0.54,0.851,0,1,10,6.0
Shanghai,Mumbai,ups,6,6,0.549,0.38,0,1,18,6.5
Rotterdam,Mumbai,ups,12,2,0.24,0.095,1,0,22,0.0
Dubai,Mumbai,cma_cgm,8,2,0.532,0.874,0,1,7,5.4
Dubai,Mumbai,msc,3,0,0.32,0.476,0,0,7,2.8
Singapore,Chennai,cma_cgm,8,4,0.695,0.365,0,1,10,1.6
Singapore,Chennai,maersk,5,2,0.12,0.573,0,0,10,3.7
Dubai,Mumbai,cma_cgm,3,5,0.093,0.78,0,0,7,1.3
Rotterdam,Mumbai,msc,9,5,0.308,0.492,0,1,22,1.3
Colombo,Mumbai,msc,8,1,0.524,0.282,0,1,5,5.7
Shanghai,Kolkata,maersk,12,0,0.086,0.057,1,0,16,3.5
Shanghai,Kolkata,cma_cgm,11,1,0.296,0.933,1,0,16,2.9
Guangzhou,Kolkata,maersk,3,5,0.252,0.308,0,0,14,4.6
Colombo,Mumbai,maersk,4,5,0.894,0.075,0,0,5,4.5
Shanghai,Kolkata,ups,4,0,0.7,0.77,0,0,16,5.5
Rotterdam,Mumbai,cma_cgm,5,0,0.975,0.833,0,0,22,5.3
Hamburg,Kolkata,dhl,4,5,0.628,0.931,0,0,25,0.0
Singapore,Chennai,cma_cgm,9,6,0.79,0.318,0,1,10,8.1
Dubai,Mumbai,dhl,10,0,0.062,0.339,0,0,7,0.0
Hamburg,Kolkata,msc,1,2,0.452,0.355,1,0,25,5.4
Rotterdam,Mumbai,ups,8,0,0.415,0.387,0,1,22,0.2
Singapore,Chennai,fedex,6,6,0.415,0.73,0,1,10,8.2
Shanghai,Mumbai,fedex,1,0,0.181,0.262,1,0,18,0.0
Dubai,Mumbai,msc,1,0,0.163,0.676,1,0,7,4.9
Singapore,Chennai,dhl,4,2,0.698,0.215,0,0,10,2.5
Rotterdam,Mumbai,maersk,8,4,0.254,0.295,0,1,22,1.6
Singapore,Chennai,maersk,11,2,0.593,0.148,1,0,10,7.3
Shanghai,Kolkata,msc,5,0,0.524,0.319,0,0,16,4.0
Colombo,Mumbai,dhl,4,5,0.08,0.477,0,0,5,1.9
Guangzhou,Kolkata,fedex,5,6,0.941,0.124,0,0,14,5.0
Guangzhou,Kolkata,fedex,7,1,0.177,0.722,0,1,14,3.0
Rotterdam,Mumbai,fedex,5,5,0.672,0.481,0,0,22,0.9
Rotterdam,Mumbai,msc,6,5,0.022,0.983,0,1,22,1.0
Shanghai,Kolkata,fedex,4,6,0.381,0.055,0,0,16,0.1
Dubai,Mumbai,maersk,2,3,0.752,0.906,0,0,7,4.5
Dubai,Mumbai,msc,11,1,0.264,0.504,1,0,7,5.8
Colombo,Mumbai,cma_cgm,2,3,0.935,0.466,0,0,5,5.0
Dubai,Mumbai,cma_cgm,7,3,0.415,0.014,0,1,7,3.7
Shanghai,Mumbai,dhl,10,4,0.82,0.825,0,0,18,1.7
Dubai,Mumbai,fedex,11,6,0.374,0.625,1,0,7,6.3
Dubai,Mumbai,maersk,3,1,0.202,0.387,0,0,7,1.8
Rotterdam,Mumbai,ups,3,2,0.383,0.839,0,0,22,0.2
Singapore,Chennai,msc,3,4,0.026,0.553,0,0,10,2.4
Shanghai,Mumbai,msc,5,0,0.918,0.778,0,0,18,6.1
Guangzhou,Kolkata,dhl,6,0,0.646,0.046,0,1,14,2.3
Singapore,Chennai,dhl,1,3,0.123,0.519,1,0,10,2.6
Shanghai,Mumbai,msc,9,6,0.99,0.684,0,1,18,11.5
Guangzhou,Kolkata,maersk,12,6,0.67,0.642,1,0,14,0.1
Dubai,Mumbai,dhl,8,3,0.58,0.022,0,1,7,3.5
Colombo,Mumbai,cma_cgm,5,0,0.051,0.618,0,0,5,2.5
Guangzhou,Kolkata,fedex,10,6,0.112,0.332,0,0,14,0.0
Shanghai,Kolkata,dhl,7,2,0.844,0.325,0,1,16,9.4
Guangzhou,Kolkata,cma_cgm,6,4,0.225,0.399,0,1,14,4.8
Shanghai,Kolkata,cma_cgm,3,1,0.81,0.273,0,0,16,4.2
Singapore,Chennai,maersk,1,2,0.522,0.068,1,0,10,5.3
Colombo,Mumbai,cma_cgm,7,3,0.997,0.135,0,1,5,7.1
Colombo,Mumbai,maersk,12,4,0.133,0.159,1,0,5,2.8
Colombo,Mumbai,maersk,11,6,0.589,0.939,1,0,5,5.6
Guangzhou,Kolkata,dhl,5,0,0.199,0.315,0,0,14,0.0
Shanghai,Kolkata,fedex,4,2,0.261,0.695,0,0,16,4.3
Rotterdam,Mumbai,dhl,5,1,0.513,0.131,0,0,22,0.0
Hamburg,Kolkata,ups,12,0,0.694,0.183,1,0,25,1.3
Guangzhou,Kolkata,fedex,9,5,0.908,0.243,0,1,14,4.5
Guangzhou,Kolkata,maersk,7,4,0.472,0.091,0,1,14,2.2
Guangzhou,Kolkata,dhl,4,4,0.125,0.254,0,0,14,0.0
Shanghai,Mumbai,msc,11,1,0.891,0.597,1,0,18,11.0
Dubai,Mumbai,maersk,9,5,0.913,0.572,0,1,7,5.7
Singapore,Chennai,fedex,2,0,0.555,0.588,0,0,10,1.5
Guangzhou,Kolkata,cma_cgm,9,2,0.088,0.172,0,1,14,0.0
Singapore,Chennai,msc,9,6,0.014,0.649,0,1,10,3.8
Shanghai,Mumbai,ups,9,1,0.933,0.02,0,1,18,14.3
Guangzhou,Kolkata,fedex,4,1,0.736,0.208,0,0,14,0.0
Shanghai,Mumbai,maersk,9,5,0.256,0.221,0,1,18,11.7
Guangzhou,Kolkata,msc,8,0,0.76,0.313,0,1,14,6.0
Colombo,Mumbai,msc,7,6,0.977,0.646,0,1,5,7.3
Dubai,Mumbai,ups,7,6,0.692,0.966,0,1,7,6.8
Singapore,Chennai,dhl,2,0,0.729,0.575,0,0,10,3.6
Guangzhou,Kolkata,maersk,2,2,0.645,0.745,0,0,14,0.2
Dubai,Mumbai,cma_cgm,11,3,0.269,0.199,1,0,7,4.3
Singapore,Chennai,dhl,12,6,0.765,0.143,1,0,10,5.0
Dubai,Mumbai,cma_cgm,4,6,0.026,0.788,0,0,7,1.7
Dubai,Mumbai,fedex,12,3,0.486,0.546,1,0,7,5.7
Rotterdam,Mumbai,ups,7,2,0.785,0.274,0,1,22,2.8
Shanghai,Kolkata,dhl,8,2,0.511,0.12,0,1,16,5.9
Guangzhou,Kolkata,msc,3,2,0.861,0.137,0,0,14,4.1
Colombo,Mumbai,cma_cgm,11,2,0.946,0.313,1,0,5,7.3
Dubai,Mumbai,dhl,1,4,0.742,0.678,1,0,7,6.9
Hamburg,Kolkata,ups,8,6,0.717,0.475,0,1,25,2.9
Hamburg,Kolkata,msc,7,0,0.821,0.677,0,1,25,0.0
Rotterdam,Mumbai,dhl,11,6,0.477,0.793,1,0,22,13.5
Colombo,Mumbai,maersk,4,6,0.105,0.839,0,0,5,3.8
Shanghai,Kolkata,dhl,12,3,0.113,0.408,1,0,16,5.9
Hamburg,Kolkata,fedex,6,2,0.679,0.631,0,1,25,0.0
Shanghai,Kolkata,ups,9,1,0.776,0.393,0,1,16,2.7
Colombo,Mumbai,cma_cgm,4,0,0.222,0.056,0,0,5,1.8
Rotterdam,Mumbai,fedex,2,5,0.463,0.033,0,0,22,0.0
Colombo,Mumbai,ups,9,5,0.063,0.397,0,1,5,0.0
Shanghai,Mumbai,cma_cgm,4,4,0.411,0.818,0,0,18,0.0
Rotterdam,Mumbai,fedex,10,0,0.137,0.277,0,0,22,6.9
Shanghai,Mumbai,dhl,5,4,0.921,0.345,0,0,18,7.1
Shanghai,Mumbai,ups,8,0,0.419,0.22,0,1,18,5.3
Shanghai,Kolkata,ups,6,2,0.068,0.724,0,1,16,5.1
Shanghai,Mumbai,dhl,1,3,0.512,0.349,1,0,18,10.0
Singapore,Chennai,fedex,9,6,0.036,0.994,0,1,10,0.4
Colombo,Mumbai,fedex,7,1,0.19,0.039,0,1,5,3.3
Rotterdam,Mumbai,dhl,5,2,0.676,0.509,0,0,22,1.0
Shanghai,Kolkata,fedex,7,5,0.01,0.778,0,1,16,3.6
Colombo,Mumbai,fedex,10,6,0.755,0.249,0,0,5,3.2
Shanghai,Mumbai,msc,1,3,0.863,0.267,1,0,18,11.3
Shanghai,Kolkata,msc,10,2,0.122,0.018,0,0,16,1.7
Singapore,Chennai,maersk,6,0,0.951,0.137,0,1,10,3.4
Hamburg,Kolkata,dhl,7,3,0.417,0.377,0,1,25,4.4
Hamburg,Kolkata,maersk,4,5,0.493,0.33,0,0,25,2.2
Shanghai,Mumbai,cma_cgm,7,0,0.844,0.916,0,1,18,6.0
Dubai,Mumbai,maersk,9,3,0.021,0.761,0,1,7,7.0
Colombo,Mumbai,msc,11,4,0.483,0.212,1,0,5,5.0
Singapore,Chennai,dhl,4,1,0.502,0.014,0,0,10,1.7
Guangzhou,Kolkata,cma_cgm,4,5,0.545,0.16,0,0,14,10.6
Dubai,Mumbai,fedex,10,1,0.31,0.503,0,0,7,3.3
Singapore,Chennai,dhl,6,6,0.547,0.087,0,1,10,5.0
Guangzhou,Kolkata,cma_cgm,1,6,0.951,0.21,1,0,14,9.5
Shanghai,Kolkata,maersk,9,4,0.141,0.764,0,1,16,7.3
Shanghai,Mumbai,cma_cgm,7,5,0.478,0.768,0,1,18,11.3
Shanghai,Mumbai,dhl,9,6,0.746,0.826,0,1,18,11.2
Shanghai,Kolkata,fedex,11,6,0.82,0.562,1,0,16,7.7
Guangzhou,Kolkata,fedex,2,5,0.814,0.382,0,0,14,4.4
Shanghai,Mumbai,dhl,10,2,0.237,0.3,0,0,18,5.8
Shanghai,Mumbai,cma_cgm,11,3,0.204,0.469,1,0,18,11.1
Guangzhou,Kolkata,fedex,2,6,0.11,0.884,0,0,14,5.8
Hamburg,Kolkata,fedex,1,2,0.056,0.61,1,0,25,0.0
Dubai,Mumbai,ups,6,0,0.081,0.147,0,1,7,0.8
Rotterdam,Mumbai,dhl,2,0,0.246,0.812,0,0,22,0.8
Singapore,Chennai,dhl,1,4,0.57,0.582,1,0,10,3.0
Guangzhou,Kolkata,ups,8,1,0.535,0.195,0,1,14,6.2
Colombo,Mumbai,msc,5,4,0.328,0.372,0,0,5,2.1
Guangzhou,Kolkata,maersk,4,6,0.881,0.05,0,0,14,7.7
Shanghai,Kolkata,maersk,12,4,0.873,0.087,1,0,16,12.0
Hamburg,Kolkata,msc,1,1,0.829,0.19,1,0,25,5.7
Shanghai,Mumbai,fedex,3,0,0.299,0.431,0,0,18,6.2
Shanghai,Mumbai,fedex,3,3,0.791,0.601,0,0,18,0.3
Hamburg,Kolkata,cma_cgm,4,4,0.745,0.446,0,0,25,12.5
Shanghai,Kolkata,msc,6,3,0.186,0.749,0,1,16,0.0
Dubai,Mumbai,fedex,10,5,0.292,0.749,0,0,7,0.0
Singapore,Chennai,msc,10,2,0.613,0.806,0,0,10,4.7
Shanghai,Mumbai,msc,10,3,0.536,0.618,0,0,18,8.8
Rotterdam,Mumbai,msc,4,1,0.022,0.358,0,0,22,7.8
Rotterdam,Mumbai,dhl,12,1,0.153,0.728,1,0,22,11.2
Guangzhou,Kolkata,msc,3,1,0.937,0.516,0,0,14,7.6
Rotterdam,Mumbai,msc,6,1,0.328,0.816,0,1,22,0.0
Shanghai,Kolkata,maersk,6,3,0.87,0.088,0,1,16,10.2
Colombo,Mumbai,maersk,5,2,0.274,0.828,0,0,5,4.1
Shanghai,Mumbai,maersk,6,0,0.518,0.748,0,1,18,8.3
Shanghai,Mumbai,maersk,6,1,0.667,0.435,0,1,18,5.7
Hamburg,Kolkata,fedex,9,1,0.726,0.121,0,1,25,9.0
Hamburg,Kolkata,maersk,1,3,0.057,0.175,1,0,25,9.3
Shanghai,Mumbai,msc,2,4,0.124,0.121,0,0,18,5.6
Guangzhou,Kolkata,fedex,6,4,0.667,0.623,0,1,14,4.4
Colombo,Mumbai,fedex,11,3,0.519,0.198,1,0,5,6.7
Singapore,Chennai,msc,10,3,0.507,0.856,0,0,10,6.0
Singapore,Chennai,fedex,7,3,0.923,0.502,0,1,10,7.1
Shanghai,Mumbai,fedex,6,5,0.037,0.475,0,1,18,4.7
Guangzhou,Kolkata,cma_cgm,1,2,0.741,0.485,1,0,14,5.8
Guangzhou,Kolkata,ups,8,5,0.614,0.237,0,1,14,0.0
Colombo,Mumbai,msc,9,3,0.837,0.24,0,1,5,5.5
Dubai,Mumbai,fedex,9,3,0.378,0.981,0,1,7,7.6
Shanghai,Mumbai,msc,8,5,0.383,0.719,0,1,18,4.6
Shanghai,Kolkata,dhl,5,1,0.262,0.422,0,0,16,1.2
Guangzhou,Kolkata,ups,6,1,0.332,0.316,0,1,14,1.6
Rotterdam,Mumbai,cma_cgm,12,4,0.099,0.767,1,0,22,5.9
Colombo,Mumbai,dhl,4,1,0.631,0.456,0,0,5,4.0
Dubai,Mumbai,fedex,7,2,0.282,0.318,0,1,7,4.7
Rotterdam,Mumbai,fedex,6,4,0.317,0.22,0,1,22,2.8
Colombo,Mumbai,maersk,10,1,0.752,0.906,0,0,5,5.5
Rotterdam,Mumbai,cma_cgm,12,1,0.011,0.394,1,0,22,11.8
Guangzhou,Kolkata,msc,7,5,0.766,0.406,0,1,14,7.2
Guangzhou,Kolkata,msc,9,4,0.316,0.845,0,1,14,7.8
Colombo,Mumbai,msc,3,6,0.625,0.155,0,0,5,2.4
Singapore,Chennai,fedex,5,6,0.326,0.469,0,0,10,0.9
Rotterdam,Mumbai,dhl,11,6,0.209,0.13,1,0,22,5.8
Singapore,Chennai,ups,10,0,0.009,0.382,0,0,10,0.0
Colombo,Mumbai,dhl,12,0,0.538,0.913,1,0,5,6.6
Rotterdam,Mumbai,fedex,2,4,0.445,0.488,0,0,22,0.5
Guangzhou,Kolkata,cma_cgm,11,1,0.429,0.629,1,0,14,7.3
Rotterdam,Mumbai,maersk,10,2,0.798,0.739,0,0,22,0.0
Rotterdam,Mumbai,ups,3,5,0.283,0.304,0,0,22,7.6
Dubai,Mumbai,dhl,5,1,0.741,0.543,0,0,7,2.6
Shanghai,Mumbai,fedex,9,5,0.394,0.608,0,1,18,10.5
Guangzhou,Kolkata,msc,4,4,0.289,0.369,0,0,14,1.6
Colombo,Mumbai,fedex,1,2,0.057,0.583,1,0,5,4.8
Hamburg,Kolkata,msc,1,2,0.411,0.505,1,0,25,11.5
Guangzhou,Kolkata,dhl,8,6,0.797,0.508,0,1,14,2.7
Dubai,Mumbai,fedex,7,0,0.717,0.582,0,1,7,7.4
Shanghai,Kolkata,ups,11,3,0.939,0.295,1,0,16,11.0
Shanghai,Mumbai,cma_cgm,2,0,0.997,0.427,0,0,18,4.8
Singapore,Chennai,ups,8,3,0.878,0.204,0,1,10,5.7
Shanghai,Kolkata,msc,5,4,0.291,0.469,0,0,16,6.7
Rotterdam,Mumbai,maersk,2,5,0.129,0.298,0,0,22,0.8
Shanghai,Kolkata,dhl,12,4,0.333,0.94,1,0,16,9.2
Rotterdam,Mumbai,fedex,10,0,0.179,0.891,0,0,22,11.3
Singapore,Chennai,maersk,5,0,0.72,0.282,0,0,10,3.3
Rotterdam,Mumbai,cma_cgm,5,0,0.022,0.774,0,0,22,1.7
Rotterdam,Mumbai,cma_cgm,11,6,0.29,0.562,1,0,22,0.0
Rotterdam,Mumbai,cma_cgm,8,0,0.568,0.792,0,1,22,10.4
Shanghai,Kolkata,fedex,11,4,0.945,0.057,1,0,16,5.7
Hamburg,Kolkata,msc,4,5,0.279,0.959,0,0,25,5.3
Hamburg,Kolkata,dhl,3,0,0.999,0.055,0,0,25,0.0
Rotterdam,Mumbai,maersk,9,2,0.73,0.358,0,1,22,14.8
Hamburg,Kolkata,maersk,5,4,0.347,0.794,0,0,25,2.0
Rotterdam,Mumbai,fedex,3,2,0.68,0.57,0,0,22,6.5
Shanghai,Mumbai,dhl,11,6,0.534,0.688,1,0,18,5.6
Dubai,Mumbai,dhl,5,6,0.867,0.956,0,0,7,5.8
Colombo,Mumbai,ups,4,5,0.129,0.058,0,0,5,0.1
Singapore,Chennai,ups,9,3,0.544,0.695,0,1,10,5.4
Singapore,Chennai,fedex,1,5,0.772,0.17,1,0,10,5.1
Shanghai,Mumbai,dhl,12,0,0.782,0.484,1,0,18,7.0
Dubai,Mumbai,ups,12,3,0.238,0.224,1,0,7,5.9
Shanghai,Mumbai,fedex,11,2,0.185,0.182,1,0,18,7.7
Colombo,Mumbai,maersk,12,1,0.654,0.873,1,0,5,6.9
Guangzhou,Kolkata,msc,8,5,0.926,0.66,0,1,14,4.4
Dubai,Mumbai,dhl,11,0,0.244,0.967,1,0,7,3.8
Dubai,Mumbai,fedex,5,5,0.348,0.896,0,0,7,2.8
Singapore,Chennai,fedex,11,5,0.688,0.273,1,0,10,6.0
Singapore,Chennai,ups,6,6,0.049,0.386,0,1,10,0.0
Singapore,Chennai,fedex,5,3,0.192,0.309,0,0,10,0.0
Singapore,Chennai,fedex,2,1,0.522,0.641,0,0,10,2.2
Shanghai,Mumbai,maersk,12,2,0.089,0.677,1,0,18,9.6
Hamburg,Kolkata,fedex,6,4,0.74,0.211,0,1,25,3.7
Dubai,Mumbai,maersk,6,5,0.953,0.073,0,1,7,8.4
Singapore,Chennai,ups,1,6,0.254,0.878,1,0,10,5.1
Singapore,Chennai,cma_cgm,3,4,0.722,0.007,0,0,10,2.5
Rotterdam,Mumbai,maersk,5,5,0.976,0.955,0,0,22,3.2
Colombo,Mumbai,cma_cgm,3,6,0.268,0.432,0,0,5,3.3
Rotterdam,Mumbai,msc,11,5,0.687,0.313,1,0,22,6.9
Shanghai,Mumbai,ups,4,1,0.329,0.693,0,0,18,1.2
Guangzhou,Kolkata,cma_cgm,11,6,0.862,0.816,1,0,14,8.2
Rotterdam,Mumbai,fedex,1,0,0.752,0.568,1,0,22,1.2
Rotterdam,Mumbai,maersk,3,4,0.518,0.722,0,0,22,4.9
Singapore,Chennai,fedex,3,6,0.233,0.492,0,0,10,0.0
Guangzhou,Kolkata,cma_cgm,9,6,0.504,0.323,0,1,14,4.0
Shanghai,Kolkata,dhl,11,5,0.708,0.106,1,0,16,0.0
Hamburg,Kolkata,cma_cgm,2,5,0.628,0.439,0,0,25,4.0
Shanghai,Mumbai,msc,1,5,0.807,0.252,1,0,18,4.3
Guangzhou,Kolkata,cma_cgm,6,4,0.866,0.499,0,1,14,3.4
Dubai,Mumbai,msc,2,6,0.163,0.104,0,0,7,0.0
Dubai,Mumbai,fedex,12,1,0.528,0.467,1,0,7,5.3
Rotterdam,Mumbai,ups,4,4,0.075,0.112,0,0,22,0.0
Dubai,Mumbai,fedex,7,1,0.899,0.134,0,1,7,7.4
Rotterdam,Mumbai,fedex,3,0,0.932,0.858,0,0,22,3.1
Guangzhou,Kolkata,maersk,7,3,0.464,0.789,0,1,14,10.4
Hamburg,Kolkata,fedex,11,2,0.223,0.408,1,0,25,10.0
Hamburg,Kolkata,cma_cgm,2,2,0.092,0.681,0,0,25,2.6
Dubai,Mumbai,msc,7,0,0.912,0.439,0,1,7,8.9
Dubai,Mumbai,maersk,2,1,0.064,0.593,0,0,7,2.5
Guangzhou,Kolkata,msc,6,4,0.947,0.275,0,1,14,7.4
Singapore,Chennai,cma_cgm,5,0,0.338,0.914,0,0,10,4.9
Guangzhou,Kolkata,cma_cgm,12,1,0.316,0.125,1,0,14,6.3
Dubai,Mumbai,dhl,5,2,0.87,0.891,0,0,7,1.2
Rotterdam,Mumbai,fedex,6,2,0.821,0.245,0,1,22,0.0
Dubai,Mumbai,cma_cgm,9,2,0.352,0.446,0,1,7,2.0
Colombo,Mumbai,maersk,6,6,0.025,0.721,0,1,5,4.8
Colombo,Mumbai,fedex,2,0,0.527,0.583,0,0,5,4.1
Hamburg,Kolkata,msc,4,4,0.184,0.057,0,0,25,6.5
Shanghai,Kolkata,dhl,8,4,0.017,0.049,0,1,16,5.0
Shanghai,Mumbai,dhl,9,0,0.596,0.274,0,1,18,5.1
Guangzhou,Kolkata,ups,3,0,0.626,0.581,0,0,14,6.0
Shanghai,Kolkata,fedex,4,0,0.126,0.13,0,0,16,4.0
Shanghai,Mumbai,dhl,5,2,0.963,0.628,0,0,18,5.9
Hamburg,Kolkata,ups,2,1,0.703,0.834,0,0,25,12.0
Singapore,Chennai,cma_cgm,5,3,0.851,0.286,0,0,10,1.8
Shanghai,Mumbai,ups,4,4,0.58,0.167,0,0,18,6.7
Hamburg,Kolkata,maersk,8,5,0.621,0.048,0,1,25,2.5
Guangzhou,Kolkata,maersk,8,3,0.222,0.208,0,1,14,3.3
Dubai,Mumbai,dhl,3,5,0.895,0.574,0,0,7,6.3
Guangzhou,Kolkata,maersk,4,2,0.928,0.165,0,0,14,3.2
Dubai,Mumbai,fedex,2,6,0.906,0.055,0,0,7,3.1
Singapore,Chennai,dhl,10,0,0.103,0.657,0,0,10,3.7
Shanghai,Mumbai,msc,4,1,0.684,0.19,0,0,18,0.0
Dubai,Mumbai,cma_cgm,6,3,0.144,0.105,0,1,7,6.5
Guangzhou,Kolkata,maersk,1,4,0.141,0.13,1,0,14,0.0
Rotterdam,Mumbai,msc,4,3,0.924,0.821,0,0,22,8.8
Guangzhou,Kolkata,dhl,2,5,0.229,0.218,0,0,14,2.1
Dubai,Mumbai,dhl,1,4,0.183,0.007,1,0,7,0.0
Hamburg,Kolkata,maersk,1,2,0.226,0.132,1,0,25,1.7
Shanghai,Mumbai,maersk,11,4,0.817,0.448,1,0,18,9.0
Rotterdam,Mumbai,cma_cgm,7,3,0.31,0.762,0,1,22,5.5
Shanghai,Mumbai,dhl,1,3,0.067,0.268,1,0,18,1.8
Shanghai,Mumbai,ups,2,5,0.35,0.316,0,0,18,4.4
Singapore,Chennai,fedex,2,0,0.096,0.898,0,0,10,4.0
Dubai,Mumbai,cma_cgm,3,2,0.869,0.174,0,0,7,4.6
Guangzhou,Kolkata,msc,10,0,0.805,0.077,0,0,14,2.5
Shanghai,Kolkata,cma_cgm,1,3,0.237,0.084,1,0,16,5.6
Rotterdam,Mumbai,ups,9,1,0.164,0.299,0,1,22,9.0
Hamburg,Kolkata,fedex,12,4,0.816,0.378,1,0,25,4.2
Hamburg,Kolkata,maersk,4,0,0.709,0.906,0,0,25,1.2
Dubai,Mumbai,dhl,2,4,0.144,0.658,0,0,7,3.1
Colombo,Mumbai,fedex,5,1,0.063,0.611,0,0,5,1.9
Colombo,Mumbai,maersk,9,1,0.637,0.071,0,1,5,5.2
Rotterdam,Mumbai,maersk,10,0,0.816,0.432,0,0,22,0.0
Dubai,Mumbai,msc,10,0,0.887,0.411,0,0,7,8.4
Guangzhou,Kolkata,fedex,5,3,0.094,0.017,0,0,14,4.0
Hamburg,Kolkata,ups,11,5,0.212,0.736,1,0,25,4.5
Shanghai,Mumbai,dhl,3,3,0.717,0.664,0,0,18,0.0
Dubai,Mumbai,maersk,7,2,0.02,0.587,0,1,7,5.5
Guangzhou,Kolkata,ups,7,3,0.718,0.443,0,1,14,0.0
Dubai,Mumbai,dhl,7,6,0.588,0.211,0,1,7,5.1
Rotterdam,Mumbai,dhl,10,4,0.258,0.867,0,0,22,0.0
Shanghai,Mumbai,maersk,7,0,0.488,0.204,0,1,18,0.0
Shanghai,Kolkata,dhl,10,0,0.131,0.291,0,0,16,4.5
Hamburg,Kolkata,cma_cgm,2,5,0.001,0.594,0,0,25,6.6
Shanghai,Mumbai,cma_cgm,10,5,0.832,0.463,0,0,18,10.7
Guangzhou,Kolkata,msc,3,5,0.543,0.129,0,0,14,0.8
Rotterdam,Mumbai,ups,9,1,0.778,0.22,0,1,22,3.6
Shanghai,Kolkata,msc,2,0,0.927,0.71,0,0,16,7.6
Shanghai,Kolkata,fedex,8,2,0.666,0.285,0,1,16,0.0
Shanghai,Mumbai,maersk,3,1,0.966,0.175,0,0,18,0.0
Hamburg,Kolkata,msc,5,0,0.673,0.614,0,0,25,9.1
Guangzhou,Kolkata,msc,9,1,0.025,0.407,0,1,14,3.8
Dubai,Mumbai,fedex,3,5,0.042,0.207,0,0,7,0.0
Shanghai,Mumbai,maersk,10,0,0.966,0.342,0,0,18,8.9
Guangzhou,Kolkata,ups,3,1,0.79,0.616,0,0,14,5.8
Shanghai,Mumbai,ups,3,5,0.309,0.369,0,0,18,4.4
Rotterdam,Mumbai,maersk,10,2,0.406,0.772,0,0,22,6.6
Singapore,Chennai,msc,1,6,0.689,0.341,1,0,10,7.4
Guangzhou,Kolkata,cma_cgm,6,6,0.85,0.289,0,1,14,4.4
Dubai,Mumbai,ups,3,2,0.15,0.538,0,0,7,5.2
Rotterdam,Mumbai,maersk,12,3,0.045,0.143,1,0,22,7.9
Guangzhou,Kolkata,dhl,11,2,0.05,0.599,1,0,14,4.0
Rotterdam,Mumbai,ups,4,6,0.818,0.667,0,0,22,3.7
Shanghai,Mumbai,fedex,9,1,0.485,0.149,0,1,18,0.0
Rotterdam,Mumbai,maersk,12,0,0.084,0.643,1,0,22,6.5
Hamburg,Kolkata,ups,2,5,0.266,0.031,0,0,25,2.7
Singapore,Chennai,ups,8,5,0.866,0.521,0,1,10,4.0
Singapore,Chennai,msc,2,3,0.418,0.853,0,0,10,3.7
Shanghai,Kolkata,msc,9,1,0.016,0.616,0,1,16,2.4
Singapore,Chennai,maersk,2,6,0.234,0.639,0,0,10,4.3
Colombo,Mumbai,fedex,1,1,0.867,0.594,1,0,5,5.4
Singapore,Chennai,maersk,10,1,0.453,0.853,0,0,10,2.5
Rotterdam,Mumbai,dhl,7,0,0.361,0.359,0,1,22,3.9
Rotterdam,Mumbai,msc,3,4,0.493,0.472,0,0,22,9.8
Shanghai,Kolkata,fedex,9,0,0.935,0.726,0,1,16,6.3
Dubai,Mumbai,maersk,6,2,0.605,0.528,0,1,7,6.2
Colombo,Mumbai,ups,11,2,0.778,0.171,1,0,5,5.3
Hamburg,Kolkata,dhl,7,2,0.544,0.552,0,1,25,0.0
Guangzhou,Kolkata,maersk,4,0,0.184,0.498,0,0,14,0.0
Dubai,Mumbai,msc,9,1,0.077,0.664,0,1,7,3.8
Shanghai,Kolkata,dhl,7,0,0.945,0.917,0,1,16,1.8
Shanghai,Kolkata,ups,10,0,0.198,0.874,0,0,16,6.3
Colombo,Mumbai,maersk,10,0,0.519,0.234,0,0,5,2.2
Guangzhou,Kolkata,ups,6,2,0.376,0.923,0,1,14,0.0
Guangzhou,Kolkata,dhl,12,2,0.989,0.265,1,0,14,7.0
Guangzhou,Kolkata,cma_cgm,3,5,0.114,0.004,0,0,14,1.2
Shanghai,Kolkata,maersk,12,6,0.285,0.376,1,0,16,8.9
Shanghai,Kolkata,ups,2,2,0.077,0.018,0,0,16,0.0
Guangzhou,Kolkata,cma_cgm,7,2,0.802,0.466,0,1,14,3.6
Colombo,Mumbai,fedex,11,4,0.118,0.757,1,0,5,4.2
Dubai,Mumbai,ups,7,5,0.505,0.68,0,1,7,2.7
Shanghai,Mumbai,ups,10,2,0.996,0.666,0,0,18,8.4
Colombo,Mumbai,fedex,7,4,0.889,0.062,0,1,5,4.9
Colombo,Mumbai,dhl,9,2,0.567,0.65,0,1,5,4.2
Shanghai,Mumbai,dhl,11,6,0.512,0.527,1,0,18,0.0
Dubai,Mumbai,msc,4,3,0.198,0.319,0,0,7,0.0
Shanghai,Kolkata,cma_cgm,12,5,0.022,0.803,1,0,16,5.6
Hamburg,Kolkata,cma_cgm,3,5,0.257,0.093,0,0,25,1.7
Colombo,Mumbai,maersk,6,5,0.141,0.921,0,1,5,4.4
Singapore,Chennai,dhl,11,3,0.611,0.001,1,0,10,4.1
